Tower_ID,Region,Uptime_Percentage,Downtime_Hours,Signal_Strength,Data_Traffic_GB,Maintenance_Cost,Fault_Count
1619,Chikkmagaluru,91.26658466,6.914054097,63.37156815,316.4590267,47908.85099,8
1187,Hubli,93.46451307,16.12814909,74.06807386,243.0711219,5691.421425,1
1812,Mandy,93.39076848,3.475113925,91.68645812,699.985794,11988.04718,1
1097,Hassan,95.65632193,2.19328443,86.94258928,582.7820962,29267.27535,1
1130,Bangalore,92.91458418,10.31878013,67.19890961,824.6709797,34076.79965,9
1804,Mysore,91.1727177,11.17393928,69.13329148,387.4250775,37804.60666,9
1170,Hubli,96.53682666,1.804826353,82.7127496,396.7335177,16110.60582,6
1935,Hassan,98.51036939,5.689689584,59.71125844,235.4427664,18544.77526,6
1985,Hassan,99.31608095,5.255280758,55.13640101,687.0323314,15795.6306,5
1182,Hubli,99.72578418,3.724432189,62.12942321,738.0026599,15983.277,1
1982,Chikkmagaluru,97.81116846,6.312762544,56.20162157,224.5841404,40180.68115,4
1363,Bangalore,91.39702428,0.742170231,67.59921216,328.7020972,47659.94584,5
1038,Mysore,98.53111824,13.03099566,96.8782892,238.8441856,31811.1321,5
1526,Hubli,93.99960073,19.7697429,56.0149738,772.9092973,12084.37656,9
1887,Mysore,97.29911314,12.68093535,90.91610718,288.1879567,7944.476971,5
1496,Belgaum,95.31268005,7.221529011,76.73240157,237.0219081,15762.94563,5
1515,Hassan,98.28606134,13.35820602,81.64515383,162.8665367,13000.74859,0
1348,Hassan,94.25505733,11.43031842,58.5041184,848.1695268,31033.45247,3
1981,Hubli,90.61793811,16.93515861,57.56866557,211.581234,36406.88001,0
1920,Hubli,95.56823711,12.43749122,58.13718384,126.7003485,5206.585148,2
1396,Belgaum,91.71290555,12.68152709,83.35314382,157.8747883,24782.91632,1
1721,Chikkmagaluru,99.65517632,4.433283765,87.38941334,430.1477849,33034.06649,1
1160,Hubli,95.26963066,8.312544771,96.01224722,636.9872867,13679.40589,5
1015,Hassan,95.53558794,6.888321205,69.90961763,458.3842368,45543.68755,0
1492,Mysore,99.07265713,0.228503748,73.09846921,509.8662284,29705.55216,3
1425,Bangalore,96.24585245,6.265614588,73.4797508,927.3749109,20542.90003,8
1107,Mandy,93.02729377,9.721242486,63.49489514,783.0290452,5840.402664,2
1893,Mysore,92.96094617,11.99697266,66.41163273,406.937173,26793.80891,7
1449,Chikkmagaluru,95.0157865,18.69137893,92.3410118,238.8831241,20117.57148,8
1310,Bangalore,98.66608229,4.782275187,67.18610923,774.2552005,48629.58314,1
1738,Mysore,97.94729341,3.048579822,93.4548051,616.1713995,22043.97336,4
1169,Mysore,99.62740586,17.38891378,65.26338557,966.0220184,46445.33369,5
1545,Belgaum,90.71886123,18.83694988,66.99415813,917.5981129,35872.44739,4
1413,Mandy,92.68326069,9.759084972,78.01404359,607.2784576,8328.337589,5
1250,Chikkmagaluru,90.80207708,2.304331225,55.15634236,162.9191742,46972.42149,4
1758,Hassan,97.51079194,9.707765986,96.10311336,127.8637131,12580.17906,6
1780,Belgaum,91.40833689,2.188866542,91.01999193,853.7683606,25161.06053,4
1140,Bangalore,90.99886318,17.66371157,83.52519138,728.2379133,46535.18098,4
1273,Mandy,95.61672207,14.16300209,99.40625068,604.1416482,42282.9449,6
1415,Hassan,94.11484712,4.822740354,50.79996807,720.0327109,26941.18079,2
1607,Belgaum,97.15101339,17.73381387,70.55301582,585.8081508,14311.42438,9
1738,Mandy,94.87015392,12.75803458,92.91715292,620.503962,27916.74719,6
1890,Chikkmagaluru,94.25334596,19.06526673,71.65086399,303.3000653,29643.54688,7
1038,Hubli,94.25500449,19.60959698,50.26206684,509.953972,49862.14783,4
1813,Hubli,98.7187638,0.065635785,57.88770578,109.9661882,42081.40792,3
1028,Bangalore,93.95225651,2.404284181,71.70362062,701.8602845,43759.26608,1
1957,Hubli,93.33397128,10.93844662,83.39739305,399.0723024,49378.43411,4
1476,Belgaum,93.38535077,19.11705749,58.13271342,690.6917372,28549.37068,5
1317,Bangalore,91.96600797,19.88467271,72.40215301,933.8155026,31335.192,8
1244,Hassan,98.60688851,11.34815871,50.63942689,632.4789832,25449.98976,5
1747,Chikkmagaluru,91.46630815,3.476029779,73.87502611,395.2765021,10645.43195,5
1696,Bangalore,99.08610738,3.2610004,94.79622381,286.4427584,28636.55256,5
1271,Hassan,92.83467722,15.27715516,79.83840158,326.5376374,31216.49981,7
1439,Bangalore,98.99426822,11.83875357,72.03278156,988.5673264,15677.24653,5
1747,Mysore,97.90820657,10.97547798,58.11296678,653.8267454,40227.09386,0
1238,Mysore,95.81987521,9.315298466,60.12092818,496.4909573,10601.70476,0
1376,Bangalore,96.69470004,14.50269253,53.8254975,307.8775212,27589.96623,9
1265,Mandy,93.25844091,17.16108358,87.12055218,795.7456451,34822.08881,1
1925,Hubli,95.74228614,6.059161624,53.85676388,448.6990095,7471.909419,0
1920,Mysore,92.92402901,4.418355344,69.19744144,371.013945,41182.39893,2
1358,Mandy,94.02272814,13.40398333,87.49223468,300.0742486,18686.93869,2
1339,Mandy,97.64662555,18.29464848,85.64113497,267.0681085,37298.71435,3
1388,Chikkmagaluru,92.43932564,6.963148803,78.87660833,346.0392785,9869.416314,5
1576,Hassan,98.38846016,5.448964384,78.56538671,664.4826532,32913.43741,9
1989,Belgaum,93.75882854,4.522292605,54.51640401,315.8629952,30074.54555,6
1688,Mysore,95.32169961,5.089818154,58.74576359,154.5385717,11750.11668,8
1002,Bangalore,99.41960488,2.698666859,76.73722286,423.1220723,33113.52028,7
1428,Hubli,96.8125563,11.93556455,67.40401641,626.3667173,36109.58806,5
1141,Belgaum,96.45604113,5.616521373,50.94685505,154.1962482,27432.60553,8
1375,Hassan,97.11607728,12.29888723,89.90833664,507.3626642,31035.95444,3
1669,Mandy,99.18111339,1.66064699,82.69066336,147.0598614,44933.88008,5
1323,Hassan,92.48513709,2.309135842,66.28927333,791.3616093,36396.63565,6
1145,Mysore,96.13241206,10.72283856,54.91025986,884.6942438,45767.95985,1
1957,Hassan,94.00393854,10.23061889,79.56003803,967.4273263,29855.47792,0
1292,Hassan,90.11855293,5.430198535,67.42747843,722.1372974,12868.38775,9
1664,Hubli,91.25300896,16.54261703,62.76946685,668.857958,16083.08542,7
1431,Mandy,93.24991895,3.740943297,86.07346265,724.6693769,12938.47542,7
1704,Hubli,95.64999971,7.213222484,66.40750305,869.1833673,20086.18475,6
1948,Hubli,98.81474777,11.11023412,56.80242458,826.3835105,26489.12676,8
1974,Bangalore,97.91114118,17.34422205,74.08268739,494.6467905,16516.91717,8
1584,Hassan,95.53333672,8.371019503,91.42328941,685.9658568,26403.56379,2
1398,Hassan,90.73870418,7.972019109,92.48293921,245.7282526,21396.11371,0
1816,Hassan,92.8590629,11.59074856,92.46715824,725.4330624,29990.62691,8
1888,Chikkmagaluru,93.66708648,6.333908309,71.04599197,757.6934757,24283.11981,0
1343,Hubli,96.21717185,14.18346506,89.54671056,821.1789105,24534.17634,0
1963,Belgaum,90.64923623,4.973918813,92.5115384,835.8837414,27077.95328,4
1139,Mysore,95.30193555,16.46391994,72.97691051,495.9172474,49454.38538,1
1186,Mandy,99.01464576,5.447068263,65.93696945,913.1651039,30044.68017,1
1804,Belgaum,97.05432696,19.85402325,85.09822734,982.8552824,37550.198,4
1060,Mandy,97.97076807,6.329249487,95.22346362,980.2369742,23753.55161,6
1996,Bangalore,96.81675648,17.57652277,98.60762426,627.1848624,19663.20758,5
1938,Bangalore,92.06589112,7.947119082,64.51124028,603.5344833,46245.9739,4
1379,Mandy,91.1048382,4.921096841,97.80855281,511.6007712,38406.21475,2
1709,Hassan,98.29490673,4.523265009,74.96411234,369.8146849,31209.33946,8
1806,Belgaum,96.95504436,17.00382564,65.30173522,400.3820075,20139.40821,7
1439,Hassan,95.75061559,6.175059726,99.41990551,294.1768943,16603.71232,2
1318,Chikkmagaluru,91.89282865,6.771260179,93.89039876,960.1503652,16343.22559,6
1301,Bangalore,96.03344965,3.939861117,84.62082946,657.8439358,27667.88767,2
1343,Bangalore,90.31321785,19.22649436,94.74711151,941.0168578,44366.92097,5
1010,Belgaum,91.18839134,4.894878812,84.07439364,448.4130901,44647.15191,2
1061,Bangalore,93.1189015,4.94887238,72.02018992,368.375378,38524.33687,7
1844,Chikkmagaluru,94.43738277,18.87795781,97.40247785,219.470436,29412.10256,2
1225,Chikkmagaluru,91.20564496,18.0179771,98.16238389,370.2213176,15570.9382,4
1152,Chikkmagaluru,91.19940184,4.978217664,65.70875486,901.1445468,26548.35858,2
1710,Mysore,97.25893661,17.29451139,67.71976673,624.0485788,36262.51484,7
1563,Chikkmagaluru,95.69719407,4.996464262,69.13602204,507.2302269,31775.74922,9
1771,Chikkmagaluru,95.33741981,1.689283297,91.10729759,611.4245842,28131.53564,8
1570,Mysore,94.52434495,16.40722697,89.55728254,903.4203386,24269.52288,5
1583,Hassan,99.76543106,15.43116316,99.15575524,273.5404034,38863.14334,9
1659,Hubli,90.49800283,5.893342434,73.26068385,969.0934208,42900.58056,3
1860,Bangalore,91.80627176,1.802779702,86.8383547,699.574942,37531.00567,9
1574,Chikkmagaluru,96.47507757,4.12877769,92.83602349,869.8151927,47206.73918,3
1309,Bangalore,91.36365654,15.42113142,61.06152191,572.8661828,40094.30713,4
1884,Belgaum,95.89380938,19.2949563,81.02777138,312.974085,25277.21834,2
1242,Bangalore,95.67761225,5.180041436,77.38538382,610.690928,32753.90687,3
1492,Mandy,99.71005184,16.36517602,87.14135025,161.1455985,27696.52399,3
1365,Hassan,98.83386487,4.558653147,84.77139913,866.9756471,29584.54836,0
1329,Mysore,99.45553344,13.59200784,90.63963054,684.6211912,45306.49388,0
1106,Bangalore,91.13602369,1.672269381,65.55725952,354.5713955,18538.63323,8
1225,Bangalore,98.68148437,11.70591281,60.81781958,347.0224182,5589.265755,2
1824,Bangalore,91.29090662,5.383797824,90.25993655,912.5254175,36304.10601,4
1217,Hubli,96.32932179,18.51691897,68.02817155,856.8163894,13145.6157,1
1936,Hubli,97.20078161,5.795017776,64.3786779,786.7978052,11940.45873,0
1752,Belgaum,91.60853498,7.968813897,66.84092628,473.3127125,49661.42936,6
1505,Mysore,96.32659376,16.81358222,53.31769955,885.2545763,17004.88654,9
1258,Bangalore,90.52460493,8.765491651,88.65721731,322.2011111,14169.54918,8
1887,Bangalore,92.93266086,4.768245036,85.75798293,121.828526,13594.24745,3
1773,Bangalore,99.21158494,10.95088642,77.63462269,489.4929626,23555.9093,3
1516,Bangalore,91.71731163,16.79982391,85.804249,927.572763,23423.80218,2
1772,Hubli,90.65269992,8.66355224,68.65665834,614.1043137,33462.47755,2
1053,Hassan,94.436782,2.657769784,64.76845381,306.4921756,9663.741081,1
1046,Hassan,98.50618209,7.661738262,93.11504947,685.7391724,33595.02095,2
1726,Belgaum,90.76672382,19.08950266,71.12272851,770.4871164,25413.48049,4
1688,Mandy,93.55535365,1.440432407,59.79560859,595.3040449,14344.4342,7
1520,Chikkmagaluru,98.99774835,8.168903449,87.45219578,858.3382213,40019.94752,7
1098,Mysore,91.1815555,12.96057588,66.79359271,633.1353327,26332.8309,4
1019,Hassan,93.10668506,1.570354524,60.59256504,186.4185298,37267.75586,0
1889,Mandy,97.78420612,6.89905094,51.36071389,828.5905755,46425.63086,9
1752,Bangalore,95.43210987,18.81156708,98.53008791,231.72058,20903.21524,1
1572,Hassan,98.32333141,0.612713844,73.3644692,894.4796473,45405.70017,7
1890,Belgaum,91.11595393,15.03483759,58.08789365,569.6605155,14015.36677,9
1489,Chikkmagaluru,99.20554171,16.82749932,87.89055798,758.6800549,14995.86923,8
1418,Hassan,99.34911795,5.541214508,94.3825564,974.8854206,34866.3903,6
1689,Belgaum,91.5531302,4.29428739,76.39839963,488.7488292,9618.425357,8
1849,Hubli,90.33875464,18.29641787,51.41797294,513.7496596,25465.10042,8
1061,Chikkmagaluru,99.89841382,15.28003391,68.25714807,843.2612895,14622.45237,5
1144,Belgaum,94.82251592,2.267614192,62.15508178,199.2139799,30688.53545,5
1215,Mandy,95.72075404,4.24394511,81.81987349,124.9290074,41307.01251,6
1002,Hassan,96.15904734,12.4271031,75.94289009,643.8848872,6909.100692,0
1159,Hubli,97.89668463,8.388338578,67.78684219,250.7678019,23598.95085,8
1738,Mandy,98.11987969,10.08348741,82.4252569,330.164405,37880.26765,0
1997,Belgaum,91.93925224,19.0308487,79.2214641,978.651927,20401.44363,7
1780,Belgaum,92.36636741,8.404709264,95.32450622,687.8332426,6876.772367,9
1119,Mandy,98.76833029,17.63363992,79.84014761,870.1864101,31612.11412,1
1892,Hassan,98.19517605,13.21489437,75.38559424,908.0119413,10407.40345,9
1088,Chikkmagaluru,96.17619382,2.432389174,91.18350421,209.215023,21646.38661,6
1328,Hubli,99.94699159,14.89014073,60.12098346,934.9997664,49573.99348,4
1579,Bangalore,97.35183944,10.40418148,62.17823089,879.8672682,22910.8986,7
1909,Mysore,92.15836768,4.501945008,89.17865676,140.8083723,42928.56258,9
1356,Chikkmagaluru,98.46644064,5.790986462,72.11751135,979.4868583,43691.28055,6
1609,Hubli,94.14732636,11.1466485,70.4617931,512.4852552,16827.40263,7
1266,Mandy,90.36152661,12.0340498,94.35389772,977.0395711,31797.72409,1
1616,Belgaum,93.21421278,19.36352808,80.50545171,841.4690082,47635.63987,9
1951,Mandy,97.63551234,17.09440273,90.14545702,496.1207774,32284.96838,8
1322,Hubli,99.60206207,4.11678574,90.49194353,560.4016899,41596.44507,5
1634,Mandy,92.76136416,15.47984141,56.00133292,347.5877608,25815.33154,5
1987,Mandy,92.46516324,0.165836163,82.68511982,538.2278249,37369.73303,5
1540,Mysore,95.63616586,2.596169223,97.62581694,196.743136,5983.339702,0
1648,Hassan,98.116839,3.994008321,74.00135448,917.7715456,40436.30563,6
1194,Mysore,97.46525682,11.94398705,86.60912128,741.8908882,35233.2245,1
1920,Bangalore,95.59958903,3.893700126,78.336645,824.6860515,21148.19342,1
1737,Bangalore,96.31389682,7.305458841,60.24229871,578.0099911,23764.36597,4
1331,Mysore,92.42098957,4.855595643,59.75968229,213.0704937,19697.62581,5
1169,Chikkmagaluru,94.32574265,6.748332488,71.69165826,583.5201864,28592.89636,0
1520,Chikkmagaluru,92.55365627,18.84902889,74.14952869,396.2856329,9890.403539,0
1462,Mandy,98.84417975,19.94752705,75.15662213,109.0952221,43021.17223,0
1039,Mandy,91.12554507,13.71444213,97.75003788,653.5322137,26512.41553,6
1536,Belgaum,96.79740558,11.44615743,55.01272721,868.2843018,6939.598025,0
1260,Bangalore,92.60283197,14.16895692,69.02633671,739.4968526,29883.27834,8
1394,Belgaum,94.7557741,15.43304401,75.72737176,301.1791488,46873.27111,2
1954,Bangalore,92.9941278,14.78025487,98.15563697,837.2198785,8935.722773,9
1225,Mysore,93.23245317,1.637850564,75.21574085,378.5495355,10543.66544,1
1983,Chikkmagaluru,92.60393014,6.205868386,88.76378601,296.6369025,22423.24774,5
1123,Mandy,97.52792921,6.868627636,87.4639054,965.0276093,38103.09173,1
1974,Chikkmagaluru,93.65715857,7.385089483,78.32220247,114.9374646,32207.98717,4
1037,Mysore,97.26357018,6.886275573,56.5351551,250.8122234,25608.17706,4
1327,Belgaum,94.5606993,15.74184595,60.9379355,520.3009296,49673.56509,8
1250,Belgaum,95.47246042,14.95209336,62.00701293,250.3622853,13360.69774,3
1900,Hubli,95.43287476,0.092006058,51.93298238,250.1825522,41979.05577,7
1175,Mandy,99.75852079,5.92763047,68.96090049,670.9134802,10572.66279,6
1601,Mandy,93.67062456,12.47327296,80.52568612,837.1271095,13082.31618,6
1913,Mandy,92.07684095,2.40531244,57.21331494,695.4557048,18294.99195,0
1453,Bangalore,99.1179194,1.42396589,58.75180049,191.3069845,44289.30735,5
1036,Belgaum,91.74839289,16.56796239,85.34931642,905.8406258,24989.25781,5
1315,Mysore,98.34422846,9.053685443,58.46266944,930.4730516,22810.34351,9
1687,Belgaum,91.50214895,17.11374736,56.76677888,352.9022922,27082.66061,7
1972,Chikkmagaluru,96.58724334,16.47105454,98.89209432,597.8012853,33390.78494,5
1795,Bangalore,91.50540813,17.86741044,50.73676404,536.7129553,24057.23756,7
1964,Mandy,99.23085819,0.965491271,66.27040847,701.4022537,48313.92598,5
1972,Hassan,95.65008283,3.722601322,51.74683307,980.151771,11090.38594,7
1592,Hubli,93.29273839,5.922863288,91.90240968,987.7423116,26404.98369,4
1113,Bangalore,91.40322775,2.724607757,79.17678571,558.2298934,23694.48761,8
1039,Chikkmagaluru,93.71192236,9.709396416,52.39759264,182.7546962,36171.8068,3
1300,Mandy,97.05020035,15.9795378,80.7681077,401.0252741,48338.75121,5
1223,Chikkmagaluru,93.84950884,19.02363622,56.15481963,472.2098424,17978.57935,1
1317,Chikkmagaluru,92.46094136,17.79148269,74.78663039,581.1700266,47989.69268,2
1348,Mandy,95.77409448,9.1467336,83.47064573,964.3333336,42246.48344,3
1114,Chikkmagaluru,94.17821853,12.72982203,57.42535164,336.1757772,41471.50603,2
1697,Mysore,91.65806236,4.613922469,74.85252039,583.0189464,8288.417732,6
1322,Hubli,91.5398799,8.060179999,72.87054645,361.9429706,47326.25537,8
1567,Hassan,97.0746199,17.42365191,95.78752385,927.5156758,42751.75309,5
1039,Chikkmagaluru,99.74671896,0.58395044,99.78506973,990.9619264,35806.2406,2
1865,Chikkmagaluru,92.33094071,10.65518545,82.72372233,883.6653398,10753.66575,8
1039,Belgaum,97.73148601,17.45596596,92.74295778,404.8692328,23901.67667,0
1858,Hubli,90.87606702,2.440197477,82.34409787,350.0956201,42810.27151,4
1972,Bangalore,93.81575919,19.65092404,93.81431277,488.0535497,24688.91195,9
1748,Hubli,95.06688153,0.24782928,71.66360259,772.8184555,24640.48258,9
1288,Hubli,92.68746945,17.72240023,80.39949289,108.3839497,17155.66135,4
1261,Mandy,95.29578417,7.073451488,92.25847616,995.6000423,7303.471292,1
1215,Mandy,98.82614428,2.653811634,95.90428601,895.0702248,28085.17159,4
1146,Mandy,99.44437962,3.147163505,51.23413667,121.4339783,39851.12721,0
1335,Hassan,91.00556954,14.02357437,55.19763461,443.8901368,11573.21098,0
1167,Hubli,92.71845934,17.41439353,96.55860307,719.0506527,45219.99053,3
1091,Hassan,99.79133918,12.82132708,78.42543849,317.2652799,29987.77933,5
1352,Chikkmagaluru,92.7041841,18.57449943,99.5096047,228.5548452,41553.44963,1
1570,Mandy,96.92707351,16.8495759,89.63165214,666.3865696,35016.79427,4
1570,Chikkmagaluru,92.53453694,0.180636139,90.90700919,913.1729063,11072.55306,9
1815,Mandy,93.56365593,13.38859329,69.30612538,960.0339902,45796.64975,4
1680,Mysore,91.91278988,6.092693774,62.87706939,109.2369757,37316.73888,2
1780,Hassan,98.56300194,9.090000234,79.9129587,887.0116181,6601.054538,3
1362,Hassan,98.82648764,1.880614963,93.95160493,604.691115,31101.99074,1
1556,Bangalore,92.96912508,5.641983237,86.28492544,313.933869,26605.6793,6
1344,Belgaum,98.23589824,12.65371935,73.60875701,655.249337,43661.93343,2
1692,Hubli,93.5824165,4.367642605,87.6600238,996.2098907,10525.32103,5
1169,Bangalore,90.99019423,12.95073337,84.51988116,348.5551048,31587.98207,8
1355,Hassan,97.58076397,18.46064342,95.65257125,349.1994423,18962.60179,6
1190,Bangalore,95.96446249,0.0988061,63.17786116,729.0482149,16052.84901,3
1666,Mysore,92.74382444,15.71541439,55.96557296,138.8868046,6014.090767,1
1421,Belgaum,92.52999741,12.8263776,73.50255815,838.4924964,19950.27637,6
1699,Hassan,99.7562337,0.932655255,68.05404054,687.2760302,22824.31472,7
1006,Hassan,98.62501041,15.80334274,98.74305735,857.0721454,25150.40173,2
1132,Hubli,98.09798329,4.490420703,50.37520938,307.6660696,38062.47517,6
1746,Mandy,91.28017709,5.316410814,96.6691531,862.4712017,23159.4094,0
1556,Belgaum,97.55187274,1.870313649,97.75396112,503.7521666,13785.79466,7
1825,Mysore,92.14540221,10.68759631,52.54791884,219.45001,22916.58054,6
1760,Chikkmagaluru,99.77388943,9.964474805,94.47849256,911.2803369,8130.425265,5
1030,Bangalore,90.52089188,6.943490127,73.53894198,734.5118331,48743.34032,2
1534,Hubli,93.52138484,3.375076155,88.30753682,251.4566221,7980.50339,3
1425,Hassan,94.28647841,16.75907109,53.96277656,321.8544061,14085.08841,7
1393,Chikkmagaluru,98.24202912,17.5275686,97.76027971,341.9771852,24261.42364,0
1671,Mysore,97.66222818,10.81159221,80.37742375,967.0007685,47003.26234,1
1362,Belgaum,93.74992145,4.884506672,94.93471517,897.5594472,13043.17234,0
1436,Bangalore,95.65560293,1.922201314,83.64815471,411.7106188,22990.03209,3
1669,Hubli,98.35595164,17.37088335,76.8405147,519.9732553,49519.26762,5
1550,Hassan,90.18199592,1.921054392,58.62478422,356.7519234,32092.14318,4
1926,Hassan,98.021781,0.263600755,58.89770651,768.3837922,32656.24731,5
1081,Chikkmagaluru,99.46896025,9.387951547,73.6285146,245.0882349,48835.82154,1
1355,Chikkmagaluru,90.32064521,14.62542044,93.52211078,404.7528497,27774.41857,4
1257,Bangalore,90.45580987,9.15074009,55.76093389,645.4940227,5115.233504,0
1717,Belgaum,93.44514006,1.02821214,99.91925748,889.6100305,6394.083956,5
1588,Mysore,90.87769564,13.80058227,93.79561283,671.9952319,35662.91601,3
1988,Mandy,94.7927608,12.84665241,69.62793853,945.7538034,14518.00528,9
1523,Belgaum,97.28710685,13.63059462,62.65591654,937.7283537,26531.63311,8
1294,Belgaum,95.66899235,4.224049827,96.09980476,746.4695167,29811.75153,2
1961,Belgaum,91.96431909,15.91396818,56.16058096,350.831735,35030.75507,2
1223,Mandy,96.548113,9.583364235,67.36449677,714.7711639,8768.599356,8
1524,Bangalore,96.84854479,10.72705621,54.19561742,273.4639338,39201.9657,3
1045,Mandy,99.32445956,10.91660019,97.67311399,399.8842324,46407.56067,6
1666,Bangalore,91.46796897,5.736128741,80.88114743,782.109471,16508.54915,9
1112,Mandy,96.92336165,5.002682087,66.80898223,865.5687393,22120.07342,1
1232,Mysore,99.11427219,0.09532261,63.77415827,475.0919993,38471.817,0
1016,Belgaum,95.01564153,7.932206841,72.20471468,571.0931897,16179.82982,9
1359,Bangalore,93.6179968,9.702059679,54.56892385,447.5195769,29401.00538,0
1222,Mandy,91.70749494,14.85607491,94.46744651,531.3701838,34697.60764,5
1865,Mysore,98.66786886,1.332539219,75.54701885,561.2388719,44567.32824,3
1699,Mandy,93.94246375,18.47978825,86.25490623,722.651018,20541.45836,1
1447,Hassan,99.24882443,5.279169365,61.68729208,775.472018,27169.1704,6
1855,Mysore,98.47758298,7.334413803,75.18746304,977.5146184,13306.9733,7
1364,Belgaum,93.76639852,0.967249312,60.55430682,493.8863573,18842.47149,6
1674,Hubli,95.73914309,13.06272822,90.80473073,174.8258451,9272.137672,9
1325,Belgaum,90.27174036,14.17845595,88.76375049,719.3497029,13893.69853,8
1466,Hubli,92.63221403,18.57582435,57.41011621,548.4470324,20579.50973,0
1413,Mysore,97.10272849,6.736580066,53.72534504,856.9195963,24092.23202,9
1454,Hassan,96.77910946,5.147374598,91.20983683,231.8899029,36809.48789,5
1585,Hassan,93.5336946,14.52173007,55.48239524,680.4225965,25630.20146,7
1232,Bangalore,98.08608032,14.13601777,77.42419903,513.3325472,7207.211402,8
1223,Hassan,92.35836052,18.74248116,76.7243649,477.3727259,39008.54204,7
1993,Chikkmagaluru,94.61270533,4.106372485,60.14720341,608.3793476,28975.85734,5
1830,Mysore,94.72530635,14.10585245,79.56782329,715.7644615,47273.38066,7
1411,Bangalore,93.40816769,1.337371544,75.13776037,865.8347013,33585.8029,7
1571,Hassan,99.54666101,9.607362135,75.45946112,311.6004291,29026.93118,0
1334,Mysore,96.96684034,2.387815545,67.98499882,363.785254,18249.29878,7
1221,Belgaum,95.39199335,13.06291976,91.92142785,593.723369,15640.71771,6
1036,Hassan,95.10515093,12.02933523,54.21852814,411.9014282,15351.52015,7
1988,Mandy,91.59296092,0.976658673,71.93115239,611.5100697,23320.52718,7
1277,Hubli,93.72186897,6.392356452,62.99081791,280.1357183,12711.71376,9
1195,Mysore,96.72773315,7.900672646,92.4216626,376.8830269,42989.44124,9
1915,Bangalore,99.2457022,4.96120539,61.2540242,392.3577914,41233.88298,5
1863,Belgaum,98.16464059,0.77340088,88.35124118,993.0885314,37798.14397,8
1483,Chikkmagaluru,93.00389804,6.376437922,80.57576612,868.9134973,7193.784598,2
1241,Belgaum,94.33956626,15.85249803,93.73951277,853.9305712,8235.764173,9
1323,Hassan,90.82917521,7.202181772,79.68969715,562.2129136,33639.1377,0
1730,Hubli,91.02172323,6.467395105,77.82421832,520.1632343,38703.57248,8
1191,Belgaum,94.70230387,18.83506276,90.05649698,163.1129906,6202.217339,9
1016,Chikkmagaluru,95.30219407,0.832614374,78.12432332,277.5939192,18072.50989,9
1523,Mandy,92.64027096,15.34576391,92.22710295,905.8121093,11132.74351,1
1917,Bangalore,96.42782689,9.661871966,52.46590149,573.0772793,15407.55429,2
1400,Mysore,97.03380686,18.88925015,74.75749268,988.6944334,28326.96514,3
1905,Hubli,92.99116132,7.869414883,90.63457567,632.6091979,9916.011601,7
1885,Chikkmagaluru,97.58424726,14.16084674,92.41825735,439.7383785,15342.5359,8
1704,Hassan,92.05604919,1.398707288,91.70276887,346.6989179,30420.87777,2
1021,Hassan,95.44251377,18.57544851,80.21906598,926.5236984,27864.90833,1
1473,Hassan,98.04281094,6.890853336,99.69856711,433.6590613,43591.59568,1
1119,Hubli,95.37009086,10.48009152,59.06931539,231.5274401,11776.08755,8
1209,Belgaum,99.07962719,2.769632175,58.72287897,350.4328366,21644.81311,7
1305,Hubli,90.58501233,18.91115742,51.64113373,681.0608474,46596.1868,1
1269,Hassan,95.88313845,13.45940808,99.46685881,219.7093985,40810.92148,7
1703,Mandy,95.61755453,1.078949537,67.40102538,182.4097178,31881.07991,3
1686,Chikkmagaluru,96.60353329,3.104135584,88.10270898,511.8639422,39604.66386,5
1284,Mysore,98.33406839,7.996679953,52.98551564,175.2865404,25177.13516,4
1715,Mysore,97.25853084,4.335420248,64.93440532,453.6443032,45980.92295,4
1675,Hubli,97.90282735,6.09251139,81.19236707,390.4527188,31984.53976,9
1762,Hassan,92.88816726,19.94982322,76.2390048,452.3294652,36303.60929,9
1226,Bangalore,93.87497379,13.17297394,60.38741198,539.0094769,34339.37365,6
1947,Mandy,96.26776974,18.44435205,73.07964564,266.7960854,35274.40398,7
1380,Hubli,95.53461472,8.715967497,55.43909959,498.1819914,33847.83684,4
1459,Hassan,99.61103875,14.20564569,77.13517361,425.3672138,8319.397785,3
1006,Belgaum,91.868345,9.193805843,54.84707215,815.9261788,32173.21263,1
1028,Mysore,93.51278372,6.564490857,81.79677288,725.2202317,40252.97419,4
1906,Mysore,95.72755233,10.38346293,57.7678789,885.2876038,5017.813087,7
1032,Mandy,98.6796377,8.546220836,77.35429461,702.1087019,45125.41001,0
1645,Mysore,99.29348525,19.61081297,56.45603399,208.9764561,47850.51723,5
1878,Bangalore,93.36036331,9.923328104,70.03552168,556.369315,10768.56452,1
1078,Hassan,90.67108462,16.22226266,67.59157724,768.2226387,29077.34918,1
1927,Hassan,94.21619698,13.33638937,87.82053499,857.510629,9976.842044,7
1946,Mandy,93.94344143,9.592544744,82.05808223,263.1481319,17735.35358,5
1458,Hassan,99.86487068,9.483001449,96.85444102,301.1523837,32967.16467,5
1569,Mandy,94.31061244,6.837802341,96.0955326,876.0166264,18628.36662,5
1982,Hassan,93.05722999,2.139636153,86.24980143,536.8638491,21449.75688,8
1537,Bangalore,93.65377375,15.22938658,88.52928703,507.1807116,38576.06993,2
1481,Chikkmagaluru,93.96926281,18.36189586,81.24562083,544.7036773,30874.24212,1
